Hits,Kudos,Words,Bookmarks,Comments,Chapters,PublishDate,Cosine_distance
655.0,74.0,4036.0,40,20,25,773,0.13046554643265285
1031.0,59.0,567.0,1,4,1,1071,0.2138215187278758
614.0,45.0,7187.0,5,2,1,832,0.07772513453378416
3515.0,452.0,9773.0,85,20,1,663,0.09579860465265844
1148.0,118.0,1379.0,10,8,1,1088,0.16464685864090425
494.0,35.0,699.0,2,2,1,708,0.27626151583471004
3655.0,140.0,1985.0,60,19,16,856,0.112601799228624
721.0,113.0,769.0,14,6,1,611,0.27605335686343857
253.0,22.0,2094.0,0,4,1,537,0.15592293984079553
367.0,48.0,1747.0,10,14,1,937,0.15017518720624246
1020.0,89.0,1553.0,6,8,1,763,0.15458305806416595
162.0,13.0,885.0,3,0,1,861,0.20149901454100985
194.0,19.0,919.0,0,1,1,552,0.2635584384872637
1332.0,99.0,844.0,7,15,1,1069,0.25247664680125737
1027.0,118.0,7238.0,68,22,16,560,0.0910627304349354
985.0,137.0,1716.0,11,3,1,562,0.1976762746806721
392.0,23.0,21870.0,14,11,49,523,0.08183021675298696
815.0,89.0,1077.0,7,1,1,919,0.2249820324158972
544.0,51.0,781.0,3,2,1,635,0.2730741761122082
1962.0,160.0,29701.0,180,87,25,789,0.08100125071485265
427.0,75.0,752.0,4,3,1,698,0.2632475605698943
217.0,21.0,2348.0,1,10,1,471,0.1375756478660305
855.0,59.0,1982.0,10,2,6,620,0.16352483668759446
1457.0,71.0,2766.0,7,10,1,614,0.13289339772650444
1337.0,186.0,2731.0,32,8,1,1006,0.14209625181604102
760.0,30.0,1011.0,4,2,1,1048,0.2294734159376286
660.0,53.0,4119.0,2,4,1,446,0.10633658030426317
642.0,83.0,569.0,12,3,1,717,0.5011015407104739
204.0,17.0,2044.0,0,0,4,476,0.16973028551815128
911.0,62.0,639.0,4,2,1,970,0.3329658533675298
881.0,118.0,1244.0,15,9,1,895,0.16922806872027518
491.0,81.0,1232.0,8,6,1,449,0.18291040550028906
635.0,84.0,4470.0,9,6,1,560,0.09970315456513723
535.0,55.0,8389.0,16,10,4,590,0.08454951515178333
282.0,33.0,775.0,3,6,1,606,0.2612643861111936
399.0,53.0,1923.0,4,4,1,480,0.1546410253691486
405.0,86.0,833.0,4,4,1,511,0.3163417783696191
1046.0,67.0,42235.0,60,21,400,735,0.08440926801142813
322.0,42.0,512.0,4,8,1,472,0.4838062260997299
1598.0,259.0,2453.0,33,13,1,756,0.1484336216035097
56.0,5.0,1214.0,0,0,1,475,0.19198276887705346
1651.0,131.0,3440.0,10,6,1,478,0.1064743666457978
489.0,67.0,3025.0,11,6,1,538,0.11555824157394635
2244.0,255.0,16367.0,273,117,49,443,0.09980309819817512
944.0,91.0,3539.0,9,17,1,689,0.11026170392046897
211.0,14.0,984.0,1,0,1,476,0.2697760973101625
391.0,60.0,17524.0,36,21,16,587,0.09877466785606903
9554.0,377.0,34780.0,600,71,225,504,0.08546069304214032
515.0,67.0,5532.0,11,7,1,532,0.0787464494189618
403.0,49.0,1299.0,6,8,1,1046,0.1930022471945142
434.0,55.0,1875.0,2,4,4,882,0.1488775718950458
179.0,24.0,4159.0,5,8,1,476,0.11638195954709818
470.0,67.0,648.0,2,7,1,443,0.2670751994409948
976.0,85.0,4656.0,10,0,1,509,0.0991707264053473
566.0,46.0,1798.0,3,6,1,530,0.16643564572083613
658.0,98.0,2316.0,9,7,1,518,0.12303602718205775
427.0,36.0,535.0,1,3,1,764,0.26048011464169485
266.0,32.0,961.0,2,0,1,503,0.15263853280417305
205.0,17.0,680.0,3,0,1,523,0.33365511177689466
1063.0,61.0,1006.0,3,0,1,496,0.20249556571735292
467.0,59.0,706.0,8,4,1,871,0.31153818298702984
816.0,98.0,950.0,4,4,1,650,0.17726392204588748
1653.0,335.0,719.0,35,10,1,525,0.23052336847119906
482.0,56.0,1443.0,2,4,1,444,0.26567149810552915
792.0,126.0,686.0,14,4,1,1042,0.320774261727566
701.0,59.0,2292.0,7,10,1,725,0.1945208613399111
590.0,50.0,6766.0,18,5,9,565,0.10027959968823597
292.0,34.0,1610.0,0,0,1,573,0.13883265065718509
460.0,34.0,5989.0,22,12,4,560,0.11123766330444083
2426.0,142.0,3942.0,12,2,1,1087,0.1145954451196235
1230.0,193.0,3680.0,20,17,1,937,0.10573660213835023
1468.0,103.0,1093.0,40,4,16,756,0.16781957750796028
457.0,45.0,4101.0,8,1,1,844,0.11595277977633354
5554.0,455.0,50018.0,1008,179,196,655,0.09773986378731203
276.0,22.0,8711.0,15,11,9,491,0.09801629038863646
633.0,25.0,2995.0,6,0,9,967,0.1159049290161812
346.0,61.0,2326.0,4,2,1,1003,0.13277853720374788
2209.0,116.0,1198.0,7,2,1,1062,0.1772243584104286
3188.0,282.0,3406.0,44,16,1,636,0.12923878453143225
1165.0,171.0,3205.0,14,7,1,960,0.11080172949146304
686.0,70.0,2245.0,9,8,1,826,0.1281024205157365
194.0,24.0,7859.0,2,4,1,552,0.08670185765903682
644.0,84.0,3050.0,9,4,1,873,0.1046003205500543
235.0,20.0,748.0,0,3,1,520,0.3853397097182958
90.0,2.0,4905.0,1,0,1,462,0.11547610150844477
640.0,85.0,3687.0,13,16,1,581,0.09789501189334936
703.0,70.0,5000.0,11,6,1,700,0.08925108326697317
1100.0,102.0,26942.0,16,44,1,456,0.10099182011228824
1025.0,75.0,8252.0,18,31,1,568,0.08798372791334008
1111.0,82.0,2454.0,9,11,1,792,0.10900885683752147
336.0,51.0,1160.0,4,2,1,544,0.1722028862610988
929.0,140.0,1251.0,13,10,1,621,0.1482773519897389
2705.0,62.0,1231.0,5,1,1,628,0.2497684540314644
1637.0,154.0,4537.0,15,6,1,978,0.10809134269028398
959.0,76.0,3824.0,52,7,16,705,0.09522998584306508
4646.0,385.0,1082.0,31,20,1,1165,0.21725044253419634
1759.0,109.0,14774.0,80,30,100,471,0.07993285124126326
1071.0,84.0,1548.0,8,7,1,891,0.1915443946293205
1347.0,136.0,8434.0,54,16,36,839,0.10735759196683524
1699.0,101.0,2167.0,9,9,1,493,0.1306717741716682
2158.0,159.0,6201.0,57,9,9,750,0.10227044140987897
178.0,27.0,2027.0,8,0,1,433,0.1730926667576359
204.0,23.0,922.0,0,2,1,522,0.19873590706668895
12106.0,570.0,76741.0,2838,135,484,882,0.0938743450463897
8220.0,818.0,5457.0,227,27,1,708,0.10454533152355006
191.0,46.0,2901.0,4,12,1,503,0.14160721475904814
120.0,12.0,4874.0,1,1,1,479,0.11032239423815138
433.0,61.0,1020.0,2,0,1,466,0.17680066565738706
2000.0,149.0,2032.0,8,3,1,1133,0.13055171151330536
4547.0,760.0,2937.0,107,16,1,968,0.1596885627890724
383.0,29.0,865.0,1,1,1,470,0.2324515197397753
1075.0,63.0,729.0,4,2,1,875,0.4075395799239081
5235.0,553.0,588.0,35,27,1,686,0.4750396614978308
861.0,66.0,1361.0,2,8,1,508,0.16415499522648225
906.0,91.0,4665.0,44,14,16,594,0.09642264245490252
1169.0,74.0,5493.0,21,2,9,567,0.09951105067221856
899.0,90.0,3261.0,8,4,1,430,0.1251333787640705
582.0,74.0,2021.0,14,10,1,479,0.14564553715092865
1415.0,219.0,1788.0,21,9,1,528,0.17490688084472672
703.0,61.0,3754.0,6,8,1,804,0.13366293228509496
2478.0,388.0,6184.0,105,34,1,484,0.09160355201179672
261.0,19.0,4998.0,21,4,9,433,0.11820110789505535
410.0,34.0,682.0,1,0,1,828,0.2549491730027853
735.0,82.0,1167.0,3,5,1,535,0.16391440371309962
757.0,65.0,1905.0,9,0,1,794,0.1826514838211412
1408.0,147.0,663.0,9,8,1,854,0.23819577347405074
801.0,137.0,4098.0,13,16,1,443,0.1021028326104818
2523.0,180.0,8504.0,52,44,1,554,0.09453615633682466
1293.0,41.0,1058.0,6,0,1,712,0.36019980708389643
1558.0,133.0,1858.0,16,1,1,880,0.13481551973936745
12580.0,951.0,66333.0,3956,173,529,895,0.08238985596707116
69.0,7.0,561.0,1,0,1,465,0.2900159037154547
1147.0,124.0,3723.0,14,8,1,742,0.11629610453916185
773.0,91.0,3320.0,6,6,1,541,0.13286605907154414
797.0,54.0,34028.0,42,22,49,482,0.0996453021010072
1832.0,127.0,4560.0,11,4,1,997,0.10317350872405108
327.0,60.0,760.0,5,4,1,615,0.238582276258265
814.0,104.0,1226.0,6,7,1,443,0.1955318813313709
3670.0,460.0,3040.0,66,14,1,915,0.11119622029655117
832.0,128.0,7226.0,25,9,1,689,0.09338122323679587
909.0,134.0,1130.0,16,7,1,824,0.24487807385099056
269.0,49.0,2390.0,5,12,1,449,0.12338272309243005
261.0,30.0,780.0,4,0,1,704,0.23401009235375456
354.0,20.0,21215.0,24,1,72,453,0.046135830008459784
1133.0,101.0,7874.0,9,26,9,567,0.06694102769260413
434.0,36.0,6435.0,12,5,9,553,0.05438701416352032
487.0,52.0,3640.0,6,4,1,568,0.2058431194155147
1467.0,206.0,1076.0,27,27,1,532,0.4267768165467952
505.0,15.0,2506.0,1,3,1,496,0.26824793820347914
261.0,22.0,8034.0,4,15,4,434,0.09819292198789742
3385.0,295.0,1257.0,32,19,4,571,0.0936727843430305
111.0,10.0,703.0,1,0,1,473,0.5050599641333595
319.0,30.0,4379.0,20,11,16,429,0.047334592785539635
23.0,5.0,2242.0,1,0,1,418,0.24581282480123345
706.0,93.0,1073.0,8,5,1,443,0.17456172469825304
308.0,17.0,1005.0,0,0,1,422,0.13763363323563416
248.0,29.0,2239.0,6,2,4,410,0.06427192420755057
505.0,35.0,611.0,1,0,1,445,0.18893770537845025
1398.0,99.0,1420.0,6,38,4,565,0.12411600716546167
239.0,21.0,1611.0,1,0,1,410,0.13291671680094352
490.0,48.0,5413.0,8,23,16,442,0.09149712596999092
371.0,15.0,4549.0,9,1,12,420,0.2056525518145476
705.0,23.0,4034.0,3,0,9,434,0.07429114006887105
1320.0,184.0,6825.0,39,23,9,571,0.10190757297423747
1317.0,94.0,1068.0,30,21,30,506,0.22147930734018195
261.0,14.0,3380.0,0,2,1,427,0.08082243643360533
50.0,6.0,1388.0,0,4,1,405,0.4459288541165189
1195.0,176.0,2125.0,27,22,1,569,0.08625110366166933
151.0,14.0,920.0,2,0,1,432,0.12513038179697245
380.0,23.0,9018.0,2,8,4,524,0.0391622500308344
2060.0,288.0,1777.0,24,18,1,543,0.14532847867810927
456.0,23.0,5666.0,2,8,4,456,0.044533910128327185
2218.0,102.0,2956.0,12,8,1,488,0.14195627123574314
453.0,60.0,5072.0,2,23,1,435,0.1126250351698157
392.0,38.0,2115.0,2,13,4,475,0.3797408719275557
841.0,43.0,1574.0,2,4,1,496,0.13353359453819091
1918.0,142.0,7193.0,24,19,1,549,0.08174041142910382
1537.0,162.0,4843.0,56,39,16,481,0.05586036088579005
857.0,45.0,9875.0,14,3,4,565,0.04118273429104336
222.0,21.0,948.0,2,4,4,449,0.12852532075941106
313.0,19.0,4357.0,1,2,1,412,0.0562238372790228
965.0,65.0,3033.0,0,3,1,560,0.046695309900165134
560.0,55.0,2175.0,6,12,1,418,0.23704163039392856
1358.0,154.0,3307.0,57,27,9,459,0.09130444308103157
777.0,77.0,20202.0,60,32,144,453,0.05628749172030223
1635.0,114.0,5374.0,40,20,16,513,0.03819285631554603
493.0,48.0,1930.0,2,2,1,410,0.12354440113242005
1907.0,317.0,3003.0,69,43,1,530,0.1898746110345918
614.0,55.0,1848.0,4,3,1,550,0.08337839713146622
2859.0,112.0,2541.0,16,7,1,526,0.12446621238308088
988.0,147.0,4896.0,34,10,1,524,0.07411687223871355
1453.0,110.0,23155.0,28,22,16,432,0.0362570425354638
562.0,64.0,1395.0,7,12,1,429,0.16526331099900116
239.0,16.0,1659.0,0,6,1,490,0.12943457443918172
576.0,85.0,3883.0,5,0,1,469,0.2558723722926479
1446.0,98.0,2387.0,12,11,1,559,0.08198764713149409
680.0,54.0,1366.0,3,3,1,508,0.11847351309233067
1905.0,228.0,6175.0,39,19,1,553,0.041212709159468175
288.0,44.0,6482.0,4,5,1,409,0.05760753770895333
105.0,9.0,4286.0,0,1,9,425,0.11413606629300688
324.0,18.0,1589.0,1,0,1,473,0.3792866698408017
1855.0,166.0,19128.0,192,43,72,474,0.0368169280167584
696.0,60.0,3194.0,15,9,9,539,0.1299208757227982
245.0,25.0,1852.0,6,3,4,406,0.0991802371763678
50.0,8.0,1957.0,1,0,1,414,0.15744555516187309
411.0,56.0,1047.0,5,11,1,420,0.30074565566876343
662.0,83.0,1664.0,8,3,1,521,0.07136481733660982
492.0,30.0,1019.0,0,2,1,429,0.371967788245831
65.0,3.0,1225.0,2,1,4,434,0.3190956354683713
2155.0,119.0,2891.0,22,32,4,582,0.06321340535096875
188.0,7.0,15667.0,0,1,196,521,0.04002119556795647
719.0,54.0,3512.0,2,6,1,451,0.12259864337154215
630.0,54.0,1338.0,2,11,1,567,0.2549184599171368
702.0,85.0,1923.0,10,7,1,532,0.3210453566987367
1443.0,169.0,6935.0,45,15,9,571,0.12946002433323212
11040.0,563.0,170432.0,2616,529,576,594,0.03945506644638908
277.0,23.0,1464.0,7,0,1,469,0.12921066445390786
825.0,114.0,4237.0,7,5,1,441,0.06418745216999833
787.0,148.0,8588.0,20,34,1,419,0.0672802842584237
430.0,52.0,764.0,2,7,1,405,0.1464927978964874
556.0,60.0,2270.0,9,5,1,486,0.2385989751868525
1518.0,99.0,3129.0,4,5,1,465,0.10798565795847193
510.0,75.0,5830.0,16,12,4,524,0.053446886926039716
272.0,27.0,613.0,0,0,1,431,0.2636684628892487
1301.0,67.0,1745.0,1,7,1,557,0.29952899400005617
281.0,25.0,1031.0,1,1,1,476,0.26057785731122873
876.0,51.0,6890.0,3,1,1,499,0.0520522328916615
449.0,19.0,2948.0,2,4,1,423,0.15920425518183026
995.0,45.0,930.0,1,4,1,430,0.3435986654610723
176.0,11.0,1324.0,1,7,1,403,0.2122079516065356
1918.0,144.0,19513.0,104,53,16,589,0.03759962106018266
88.0,14.0,1604.0,1,0,1,404,0.3338015549282289
851.0,89.0,1391.0,6,9,1,471,0.14059196367543614
932.0,87.0,1625.0,6,2,1,506,0.19217592745828527
574.0,24.0,944.0,1,0,1,519,0.2331268244498609
756.0,70.0,1713.0,3,5,1,447,0.2507385515477626
940.0,66.0,8945.0,20,22,16,495,0.1323685031771099
117.0,9.0,1707.0,0,0,1,407,0.3195622030666945
746.0,25.0,6226.0,6,4,1,455,0.05133362128945873
1105.0,49.0,7417.0,35,6,49,457,0.03914814879095674
519.0,49.0,2523.0,2,0,1,485,0.18368262378762054
330.0,42.0,1694.0,2,6,1,527,0.2858883803416196
2362.0,123.0,4073.0,21,2,1,566,0.1459090846091642
600.0,50.0,1045.0,1,6,1,541,0.36863051119905604
773.0,77.0,1668.0,7,7,1,512,0.08563828425040787
608.0,40.0,2167.0,6,14,4,508,0.07172564740824973
463.0,71.0,2938.0,5,16,1,468,0.3068094251972964
1320.0,74.0,1795.0,3,5,1,494,0.3623628718507009
607.0,32.0,6729.0,15,13,25,534,0.03959342849164826
1238.0,94.0,9091.0,40,24,25,549,0.15199006283461125
1359.0,106.0,2387.0,8,23,1,480,0.3368821889404383
686.0,86.0,2360.0,5,29,1,444,0.29467621309053305
122.0,11.0,5231.0,3,1,1,447,0.1345772910724743
290.0,30.0,3308.0,0,0,16,405,0.09132869190879356
245.0,23.0,1717.0,3,4,1,505,0.07976623096597613
667.0,100.0,3913.0,13,15,1,509,0.051427640931497764
2515.0,162.0,1202.0,12,12,1,555,0.1162031542441545
1832.0,117.0,8806.0,9,20,1,474,0.06454551120611585
4985.0,267.0,20301.0,377,162,169,533,0.0971012493365333
684.0,47.0,8041.0,32,21,16,412,0.04070373738665456
721.0,82.0,670.0,11,6,1,551,0.2906275482369505
377.0,33.0,1378.0,3,2,1,518,0.1968632580980512
1220.0,99.0,2314.0,10,11,1,524,0.12405711507522466
814.0,121.0,837.0,17,9,1,501,0.4080212905317016
549.0,51.0,13214.0,9,7,9,512,0.04266592473654851
623.0,40.0,1694.0,2,4,1,408,0.4171466892258569
1347.0,139.0,2959.0,60,12,25,611,0.21161884845069656
1535.0,129.0,2941.0,15,19,1,470,0.16484993130528958
50.0,3.0,918.0,0,0,1,536,0.12896747586129964
635.0,67.0,1209.0,4,1,1,530,0.12199992307398623
294.0,14.0,1988.0,0,0,1,553,0.24283876930065265
743.0,43.0,1324.0,3,3,1,494,0.13502696360043853
1349.0,94.0,8110.0,15,9,1,454,0.053386892539104565
441.0,33.0,1179.0,4,4,1,553,0.4512116617468013
636.0,73.0,732.0,6,6,1,504,0.1619996447331089
613.0,79.0,943.0,5,10,1,552,0.3372379503074829
690.0,48.0,5007.0,28,7,16,513,0.07437254613329014
240.0,8.0,1278.0,0,0,1,556,0.1520117761342229
565.0,39.0,1507.0,2,2,4,482,0.19560181261382412
203.0,24.0,494.0,1,0,1,488,0.4396474098452382
323.0,29.0,1662.0,2,2,1,536,0.11709674513917713
219.0,33.0,1107.0,0,4,1,523,0.3356643764880066
562.0,49.0,2210.0,3,4,1,415,0.27471591794772354
321.0,34.0,895.0,3,4,1,492,0.40544256004968215
753.0,40.0,23016.0,6,18,36,551,0.039541518607817634
1061.0,100.0,2430.0,11,11,1,450,0.1709182513613874
4104.0,368.0,4072.0,53,37,1,568,0.23665092418999126
602.0,45.0,670.0,3,1,1,566,0.22182374095614465
421.0,34.0,1324.0,3,0,1,464,0.10478408323065956
3946.0,303.0,29469.0,451,245,121,436,0.041246729611628674
234.0,4.0,1582.0,0,2,1,446,0.08132441869836504
746.0,100.0,1372.0,8,22,1,488,0.10973807199755148
2318.0,146.0,4845.0,13,7,1,556,0.07471193570753687
188.0,19.0,2642.0,6,5,4,408,0.08851487798652202
526.0,41.0,1294.0,6,13,1,518,0.3195448361756661
238.0,10.0,1317.0,0,0,1,403,0.174600917038921
744.0,78.0,1673.0,14,8,1,466,0.16560631431129202
306.0,14.0,573.0,0,0,1,452,0.218826062482672
279.0,31.0,20432.0,9,2,9,553,0.04486998836557365
717.0,87.0,1731.0,9,11,1,527,0.376825462191736
548.0,61.0,2440.0,6,18,1,440,0.2577971746454489
224.0,25.0,1565.0,1,8,1,505,0.44674273213431215
1948.0,115.0,6797.0,17,16,1,447,0.22061498363586285
1010.0,125.0,1401.0,4,9,1,420,0.18583215037124234
645.0,73.0,1612.0,9,18,1,503,0.14428632033894284
134.0,9.0,6237.0,6,2,4,422,0.044986934717427866
1199.0,74.0,757.0,8,8,1,521,0.2663600735469885
860.0,60.0,5259.0,4,6,1,427,0.05480815985370036
413.0,62.0,1109.0,10,0,1,478,0.1663666803161249
2643.0,238.0,3604.0,4,25,1,559,0.056136324318019404
252.0,19.0,1768.0,0,0,1,422,0.27106323330925464
447.0,45.0,528.0,3,7,1,486,0.3709193213711962
1942.0,110.0,3427.0,16,13,1,521,0.17491583602405258
87.0,2.0,1062.0,0,1,1,455,0.12470611272555475
336.0,30.0,5035.0,0,1,9,511,0.05066367389467985
674.0,173.0,2061.0,34,42,1,499,0.18245947169959387
909.0,129.0,863.0,20,12,1,510,0.15484318429536048
790.0,70.0,712.0,4,3,1,535,0.1722627139412274
733.0,44.0,1618.0,1,0,1,455,0.25000997102054345
175.0,14.0,3379.0,1,0,1,409,0.08276719805478018
2379.0,156.0,16344.0,69,72,9,543,0.04244973575584432
376.0,46.0,2605.0,0,12,1,448,0.11405505454351705
618.0,65.0,10142.0,9,10,9,488,0.10460261635915837
77.0,3.0,3000.0,0,1,1,470,0.07572511171420526
712.0,73.0,1776.0,6,4,1,486,0.2086131605642887
302.0,37.0,658.0,3,3,1,412,0.2902430178660141
1072.0,66.0,4967.0,6,10,1,420,0.12752761324507975
122.0,23.0,1553.0,0,4,4,453,0.2985488692581603
4234.0,307.0,12347.0,364,36,169,482,0.050931955033570286
905.0,102.0,1757.0,7,5,1,460,0.11927498472198715
646.0,51.0,868.0,2,1,1,500,0.20165160881283808
424.0,37.0,896.0,4,0,1,449,0.16845859732430435
2589.0,182.0,13719.0,84,100,144,473,0.1354525564822482
432.0,48.0,4220.0,12,4,4,442,0.0822691015686472
600.0,73.0,1579.0,3,4,1,467,0.20694967791978625
278.0,10.0,2967.0,0,0,1,408,0.13105074014219487
1598.0,119.0,11566.0,84,31,16,580,0.04386007303650219
150.0,5.0,881.0,0,0,1,438,0.2354694054273937
601.0,44.0,788.0,4,1,1,548,0.3807391611891824
424.0,38.0,1221.0,12,0,4,532,0.14836131901306282
512.0,40.0,1325.0,2,0,1,405,0.13071191825630324
373.0,18.0,2552.0,6,3,9,410,0.06730942374357107
147.0,12.0,898.0,0,1,9,450,0.3514563784984677
1100.0,91.0,10150.0,7,36,1,420,0.04181107427762387
1079.0,90.0,4825.0,50,9,25,544,0.05378304667265021
860.0,24.0,10112.0,64,5,256,510,0.03733267066725743
1202.0,110.0,4180.0,12,11,1,553,0.1017013200996284
617.0,84.0,1702.0,14,25,1,456,0.2772322019489708
361.0,12.0,1986.0,1,0,1,464,0.30579099567022583
766.0,127.0,1629.0,10,23,1,476,0.16594113551663392
403.0,9.0,12950.0,0,0,1,567,0.13549013745208482
144.0,10.0,1237.0,0,4,1,404,0.36293153427442737
1137.0,73.0,1296.0,6,14,9,509,0.196304787463616
219.0,15.0,1442.0,1,0,1,467,0.21862223444786666
910.0,149.0,2889.0,11,7,1,450,0.2074176132380352
214.0,32.0,1232.0,1,3,1,475,0.11541630742329867
5315.0,322.0,42382.0,481,139,182,440,0.044195472560976216
469.0,40.0,1560.0,1,5,1,406,0.10484054641721684
923.0,83.0,1852.0,0,11,4,446,0.08756695646812053
1299.0,94.0,3624.0,3,2,1,553,0.1139560232515131
3404.0,193.0,22204.0,147,22,49,541,0.038740834632778665
1914.0,128.0,996.0,7,17,1,506,0.29546974022842
1287.0,102.0,2503.0,6,14,4,551,0.08796290658794581
584.0,18.0,38728.0,24,5,648,475,0.04606866591368641
147.0,9.0,1308.0,1,0,1,481,0.15413818803369386
886.0,21.0,624.0,0,2,1,521,0.2013064062255532
2158.0,100.0,5600.0,20,11,4,570,0.05587007950750489
104.0,7.0,3118.0,1,0,1,490,0.14753272885188284
1395.0,107.0,1555.0,7,13,1,507,0.18586516349708115
679.0,45.0,1770.0,0,2,1,520,0.1734809479642644
163.0,11.0,6645.0,1,1,1,408,0.04410908679472403
1699.0,131.0,10694.0,92,31,16,561,0.03879108267555942
846.0,54.0,3359.0,9,4,1,491,0.2404386510720161
347.0,23.0,5143.0,3,7,1,447,0.22719241093454975
182.0,3.0,2083.0,0,1,4,406,0.07324767571877566
366.0,31.0,944.0,1,4,1,424,0.13042451451079495
181.0,31.0,1655.0,3,6,1,410,0.24761507423718165
1548.0,122.0,6264.0,11,11,1,453,0.03872251636506829
1033.0,96.0,6016.0,6,13,1,464,0.0481560496112966
4124.0,379.0,15975.0,470,110,110,469,0.03964678352862205
1212.0,53.0,2101.0,1,2,1,553,0.16157881700174534
268.0,29.0,2555.0,0,14,1,468,0.2546336432062644
471.0,62.0,1055.0,3,3,1,445,0.19319901037608225
568.0,57.0,2821.0,6,4,1,462,0.2692377306350696
378.0,34.0,2132.0,1,4,1,429,0.1938211041992698
355.0,19.0,3171.0,2,2,1,411,0.2410181850718072
1234.0,172.0,3669.0,40,8,1,523,0.058223538245663835
345.0,24.0,1329.0,3,3,1,477,0.14281624817175753
284.0,23.0,1300.0,1,0,1,416,0.13614017466398753
920.0,45.0,5296.0,21,9,9,496,0.041155816752221686
216.0,17.0,1167.0,0,4,1,418,0.18413105397550653
623.0,64.0,807.0,6,0,1,558,0.13328890931768522
248.0,14.0,2984.0,0,0,1,449,0.07298771734981148
521.0,25.0,1134.0,0,1,1,426,0.15452791834483826
827.0,78.0,2919.0,4,22,4,529,0.1792058999472228
530.0,56.0,5806.0,10,29,1,439,0.16612086623008404
273.0,25.0,607.0,2,13,1,454,0.2805848338937377
227.0,9.0,986.0,0,0,1,471,0.3826642194228829
1191.0,77.0,7218.0,30,20,30,451,0.2093897022713085
131.0,4.0,1878.0,2,0,1,406,0.06583312805901187
192.0,26.0,770.0,1,4,1,479,0.4233781640453976
553.0,41.0,1486.0,6,5,1,459,0.1128927934199816
585.0,55.0,697.0,5,4,1,548,0.3417928094002749
1228.0,82.0,1556.0,7,3,1,468,0.12308395508411253
722.0,52.0,7863.0,14,6,4,423,0.041387945742898065
1234.0,54.0,912.0,0,4,1,569,0.27278943327972305
821.0,66.0,611.0,3,3,1,560,0.2481905437587547
161.0,9.0,3933.0,0,0,196,405,0.05198597492818058
289.0,24.0,1656.0,1,4,1,430,0.21255821583686565
469.0,65.0,1437.0,9,0,1,414,0.08938730214234357
784.0,115.0,1334.0,16,20,1,467,0.1572994962802593
238.0,23.0,3304.0,4,3,1,466,0.21516085025765866
224.0,28.0,876.0,3,3,1,423,0.3788600494009365
119.0,9.0,1181.0,0,2,1,412,0.13654134519337258
694.0,61.0,3994.0,40,12,16,503,0.05348187003410754
677.0,53.0,1545.0,2,4,1,543,0.11874076637424158
1409.0,167.0,2798.0,8,43,1,524,0.18706531673714155
1051.0,172.0,5310.0,21,36,1,412,0.14111935689440558
143.0,7.0,1294.0,0,3,1,417,0.15207467448212764
426.0,41.0,927.0,1,2,1,436,0.20630806253886536
326.0,23.0,602.0,0,1,1,482,0.3120720149890135
688.0,65.0,1052.0,6,5,1,552,0.1609225271445961
1648.0,163.0,35643.0,27,41,1,473,0.1045763547488242
510.0,80.0,9173.0,11,24,1,411,0.20775080489188813
1900.0,261.0,10187.0,62,39,1,476,0.06680812187989082
584.0,18.0,39186.0,1,0,27,435,0.08363650727802663
374.0,21.0,6137.0,0,10,20,461,0.06723081254944863
1297.0,91.0,10215.0,45,28,25,534,0.040778490369748566
984.0,89.0,5936.0,10,8,1,543,0.21296769377034894
183.0,28.0,1291.0,0,6,1,422,0.13704770383806242
1994.0,183.0,6101.0,50,15,4,518,0.049997524486534606
817.0,56.0,2580.0,2,6,1,455,0.08136924137626
902.0,43.0,1519.0,2,11,1,477,0.33265015474874104
1108.0,78.0,5220.0,10,23,30,425,0.17524288597719562
205.0,11.0,1131.0,0,0,1,524,0.07908712262225448
287.0,18.0,1488.0,2,8,4,548,0.2383201793777981
1363.0,75.0,12526.0,133,24,361,417,0.03869026042578538
1240.0,99.0,1234.0,10,8,1,423,0.23366481559149244
577.0,99.0,2767.0,12,21,1,456,0.2266264230002485
622.0,63.0,8759.0,3,32,1,483,0.18867235200525434
418.0,24.0,988.0,0,2,9,516,0.11660040524975025
3498.0,295.0,21611.0,265,64,25,465,0.035968603548816584
939.0,27.0,32350.0,170,58,289,527,0.037778387932176916
543.0,62.0,2551.0,6,5,1,489,0.10652192795920856
458.0,34.0,737.0,1,5,1,545,0.4230966238948416
1046.0,76.0,1545.0,4,6,4,565,0.2632857970312245
408.0,21.0,804.0,0,3,1,404,0.26424486944295444
472.0,34.0,1715.0,3,8,1,468,0.3250559819185361
581.0,49.0,1179.0,0,10,1,550,0.267044206315595
1123.0,69.0,1311.0,2,1,1,546,0.19278525232340205
804.0,67.0,1438.0,8,8,1,476,0.12384225672098415
2146.0,145.0,2326.0,13,28,1,560,0.24655865736650265
1713.0,189.0,1342.0,6,17,1,465,0.2337584817039109
1549.0,128.0,59921.0,18,13,1,545,0.045398134664447636
470.0,25.0,898.0,2,4,4,545,0.3050674920049987
2664.0,275.0,2071.0,114,37,4,548,0.10373110351605608
995.0,113.0,1689.0,7,5,1,484,0.0978822548004441
826.0,102.0,1079.0,16,16,4,573,0.1154771675414662
869.0,81.0,2889.0,48,24,16,488,0.1598408425337543
382.0,51.0,816.0,2,4,1,409,0.14485526636938184
982.0,91.0,16665.0,15,40,1,471,0.05059000317086992
7244.0,344.0,83525.0,1887,158,1369,525,0.039752936488976265
