Hits,Kudos,Words,Bookmarks,Comments,Chapters,PublishDate,Cosine_distance
9603.0,574.0,5367.0,147,20,1,1659,0.01580644440616097
1284.0,135.0,3262.0,8,16,1,1017,0.015548237053653826
170.0,7.0,1188.0,0,2,1,920,0.03223342460874468
1327.0,20.0,929.0,2,2,1,1222,0.031057076326780012
1659.0,130.0,1055.0,6,20,1,656,0.029828149736094826
317.0,26.0,6431.0,5,2,1,688,0.015050837477301291
2975.0,43.0,2886.0,8,0,1,2788,0.024090324917808936
336.0,9.0,777.0,1,7,1,1122,0.03878233467554504
608.0,85.0,717.0,3,12,1,517,0.040075426755684866
13362.0,373.0,2813.0,46,10,1,1889,0.01785815030545979
758.0,55.0,592.0,1,9,1,1226,0.06488261512083993
2124.0,31.0,737.0,4,4,1,1470,0.050599603428237216
4815.0,275.0,763.0,23,23,1,1071,0.040470076882830885
6163.0,221.0,2337.0,28,7,1,1933,0.017710514763080387
3688.0,133.0,5661.0,24,4,1,1709,0.01595279757728696
1523.0,26.0,27743.0,32,26,256,1407,0.015703707823235602
74.0,4.0,1205.0,0,1,1,1102,0.6463736071946106
267.0,31.0,939.0,2,0,1,1094,0.03405266318826894
127.0,9.0,5000.0,0,3,100,590,0.015239614020203462
249.0,8.0,5242.0,3,1,9,552,0.016588090881634487
1212.0,48.0,793.0,1,6,1,1332,0.05672289604795011
131.0,12.0,770.0,0,0,1,1656,0.32732708641294195
769.0,41.0,726.0,0,6,1,686,0.04097765181795599
3655.0,132.0,39081.0,30,20,1,1361,0.016301056799668534
412.0,61.0,1000.0,9,12,1,965,0.6516320700122087
333.0,3.0,42924.0,66,0,1089,1479,0.016224289178007
62.0,1.0,925.0,0,4,1,1836,0.038294302012498505
1694.0,41.0,5282.0,11,0,1,1535,0.014997902142592
103.0,4.0,535.0,0,0,1,653,0.6800921787393275
341.0,14.0,2735.0,0,0,1,1280,0.016105610388806757
2415.0,177.0,7442.0,26,9,1,1359,0.014219837501747047
1613.0,136.0,6034.0,18,12,1,1153,0.01735510714116395
262.0,7.0,866.0,0,0,1,1836,0.6752775045660576
70.0,4.0,659.0,0,0,1,727,0.6983189334706258
936.0,35.0,14599.0,32,22,72,624,0.2331467550304358
1175.0,43.0,589.0,8,2,1,1617,0.050949848403801457
1405.0,70.0,2777.0,4,0,1,2026,0.01672451678457154
1973.0,237.0,1970.0,20,13,1,861,0.022456406690187114
215.0,12.0,1533.0,1,2,1,1452,0.28347630013270864
1314.0,27.0,2709.0,18,4,9,1900,0.017448818804022936
956.0,29.0,695.0,1,1,1,1027,0.2896194417526168
304.0,6.0,1233.0,2,0,1,1192,0.6698672515992004
1617.0,71.0,8621.0,18,4,9,1198,0.014188171104996372
3052.0,194.0,11949.0,473,22,121,851,0.014996182612465268
247.0,8.0,1253.0,0,0,1,2344,0.6662543126497656
1263.0,32.0,755.0,2,1,1,1017,0.057063580718831435
2211.0,40.0,631.0,1,0,1,2773,0.2683345200731885
786.0,16.0,945.0,0,0,1,1852,0.028497641211626124
2572.0,204.0,748.0,16,32,1,700,0.06179902765298063
8727.0,286.0,37079.0,110,41,1,1633,0.016464503236264916
793.0,49.0,883.0,1,1,1,1081,0.024170338455328236
208.0,4.0,544.0,0,2,1,1608,0.03357718140928223
385.0,6.0,674.0,1,0,1,1184,0.2993901354245886
179.0,4.0,517.0,0,2,1,1836,0.052601608850857184
471.0,9.0,568.0,2,2,1,2503,0.058449266686166464
293.0,16.0,2990.0,0,6,1,732,0.017134951347785532
1615.0,102.0,3057.0,21,8,1,1553,0.021094164431892604
2061.0,20.0,5142.0,3,1,9,1984,0.01638775832592321
6226.0,382.0,3565.0,39,14,1,1658,0.016570122862031744
934.0,17.0,2147.0,1,1,1,1380,0.2802560023352733
2661.0,79.0,3166.0,13,0,1,2523,0.03197734477752201
5070.0,152.0,96192.0,506,14,529,2026,0.016757661781590327
12796.0,668.0,6203.0,97,14,1,1490,0.014948457133843185
28772.0,1884.0,11499.0,220,23,1,1941,0.01691909740792974
647.0,11.0,1010.0,2,0,1,1705,0.03632284332947056
2863.0,133.0,1991.0,18,10,1,1507,0.02184243860324297
376.0,32.0,1858.0,1,5,1,572,0.021148493855137614
652.0,4.0,711.0,2,8,1,2697,0.6587133277884799
186.0,1.0,2693.0,0,0,1,1691,0.017167319515889234
2924.0,99.0,997.0,9,4,1,1694,0.032042967788964094
1075.0,34.0,1082.0,4,9,1,1220,0.7106410537670587
729.0,36.0,563.0,3,4,1,1277,0.04494222367321876
1053.0,21.0,4779.0,2,0,1,1428,0.018053198750640043
25883.0,1418.0,4493.0,221,41,1,1433,0.024952068694093943
1567.0,92.0,1876.0,8,6,1,1259,0.02006758560671762
3232.0,8.0,76611.0,4,5,16,1804,0.015948414722103954
1970.0,60.0,4073.0,7,5,1,1663,0.01450232050992839
7029.0,426.0,12671.0,94,7,1,1622,0.014319245060686603
727.0,61.0,1249.0,6,13,1,1115,0.031997276092735505
7007.0,265.0,5527.0,46,11,1,2724,0.017667514236293203
832.0,41.0,1828.0,5,6,1,1395,0.030224523161137776
927.0,63.0,2359.0,7,8,1,458,0.022450763701619917
201.0,5.0,7520.0,1,0,1,643,0.2733312304259096
23231.0,1531.0,8029.0,220,36,1,2364,0.014755362456462253
1060.0,38.0,841.0,3,0,1,1083,0.041142435980979886
376.0,27.0,3160.0,2,7,1,2728,0.609162278079621
809.0,50.0,825.0,2,0,1,894,0.040067169973688976
7923.0,141.0,44985.0,828,138,324,1515,0.0162432972678781
144.0,9.0,1005.0,0,0,1,520,0.03396758719235138
208.0,2.0,1236.0,0,0,1,2032,0.6252687968198047
905.0,22.0,529.0,3,0,1,1707,0.05789277218089161
286.0,5.0,36075.0,27,4,729,511,0.015635126305714397
3156.0,116.0,5191.0,16,9,1,1756,0.015239211937325137
1994.0,106.0,12009.0,68,15,289,545,0.015786285081136997
314.0,29.0,1187.0,0,2,1,842,0.2585472746484143
1051.0,79.0,989.0,11,21,1,701,0.03948582642046261
1000.0,19.0,1269.0,1,2,1,1658,0.032988649056159614
2064.0,43.0,941.0,3,10,1,1713,0.030590696183881105
399.0,9.0,2604.0,0,2,1,1431,0.037776615817906256
1611.0,82.0,3215.0,14,6,1,2317,0.021989905309545255
4314.0,106.0,83515.0,242,23,121,650,0.016484783471364506
371.0,21.0,13909.0,9,5,9,549,0.014433546072045722
2075.0,107.0,1409.0,12,6,1,1323,0.03980875035882392
1060.0,89.0,1550.0,2,1,1,510,0.025892420133914462
673.0,18.0,1744.0,6,11,4,1869,0.040625255014819166
569.0,6.0,946.0,0,2,1,2724,0.26107865176129297
76.0,5.0,549.0,0,3,1,885,0.757425930571211
337.0,41.0,1899.0,0,5,1,980,0.029719992237466686
6202.0,267.0,8581.0,32,22,1,1815,0.01668402024009752
387.0,9.0,743.0,0,0,1,939,0.2852652310767195
2105.0,56.0,2528.0,9,4,1,2670,0.030210769595449438
1600.0,116.0,5541.0,7,3,1,1323,0.019128455788862464
184.0,8.0,602.0,0,0,1,2368,0.06294081888050729
1764.0,27.0,601.0,2,0,1,2419,0.3001675365318468
660.0,14.0,689.0,2,2,1,1050,0.6940290689136674
4948.0,91.0,2629.0,13,6,1,1220,0.01947265671005161
36788.0,757.0,252245.0,1818,73,81,2146,0.01714395209254116
1433.0,130.0,1806.0,17,13,1,1028,0.03478842663682302
318.0,22.0,1772.0,2,2,1,1466,0.03479823711035701
909.0,4.0,4629.0,4,0,16,2389,0.0173990296993497
1388.0,53.0,1429.0,3,0,1,935,0.025615410362195726
591.0,59.0,2905.0,8,4,1,1295,0.018032873823282225
317.0,13.0,8641.0,0,0,25,975,0.014691138766335652
2067.0,158.0,6468.0,16,4,1,2133,0.016636188660442697
163.0,6.0,802.0,0,2,1,857,0.036099452035569635
2335.0,172.0,2427.0,20,3,1,1234,0.020553273300866648
356.0,6.0,38544.0,13,5,169,628,0.016082318229681314
960.0,51.0,1264.0,6,0,1,1146,0.024452267974366948
100535.0,3324.0,46843.0,208,40,1,1808,0.016346459128943502
395.0,41.0,650.0,1,6,1,885,0.04681237006595651
793.0,37.0,4275.0,5,3,1,1799,0.024446503206092318
1293.0,67.0,1342.0,4,4,1,1132,0.0411566879229156
7757.0,232.0,9056.0,47,28,1,1681,0.015141744826134285
1307.0,3.0,1037.0,0,0,1,1536,0.04494457392761941
4701.0,339.0,662.0,53,43,1,1643,0.041717150163959486
978.0,100.0,1948.0,3,22,1,735,0.0215096372600424
4368.0,163.0,2091.0,34,6,1,1721,0.03377825680413804
1749.0,109.0,940.0,10,3,1,1119,0.03967950399282005
2759.0,219.0,1307.0,33,4,1,1841,0.05648277544619629
358.0,46.0,2491.0,10,9,1,821,0.01916073704576815
1674.0,167.0,7261.0,105,25,25,902,0.2655398218014734
4878.0,63.0,2044.0,4,0,1,1642,0.022591118786867592
1586.0,124.0,3785.0,15,53,1,580,0.01993466403449462
155.0,6.0,1323.0,0,0,1,711,0.03808421743681989
406.0,22.0,1050.0,2,8,1,2377,0.033028312701015805
1478.0,117.0,1350.0,10,6,1,1028,0.018791400192708533
679.0,51.0,7120.0,18,3,9,2377,0.01405034232415736
10786.0,338.0,55439.0,111,41,1,1415,0.01639500039677444
137.0,6.0,1407.0,0,0,1,764,0.024260239429068298
3757.0,64.0,32534.0,12,5,1,2358,0.01559763410371584
2284.0,42.0,1205.0,2,0,1,2899,0.03469377115824723
1592.0,80.0,8427.0,44,16,4,1385,0.2672243601832549
468.0,28.0,6567.0,5,2,1,1295,0.015043612174267862
1141.0,68.0,3516.0,16,4,4,462,0.017849592287414673
5333.0,192.0,2700.0,15,14,1,1742,0.01658657144652509
2531.0,145.0,2088.0,11,11,1,1181,0.021111411908729342
681.0,42.0,731.0,2,2,1,538,0.27975252118903804
1589.0,123.0,903.0,6,13,1,1104,0.03694676519947837
843.0,26.0,980.0,1,2,1,1050,0.02533427726562687
422.0,3.0,3648.0,0,0,1,2038,0.2686715091175768
2693.0,70.0,1985.0,5,6,1,1736,0.032503376562640685
15005.0,388.0,48181.0,1239,186,441,1163,0.015419580750711037
1384.0,87.0,20213.0,144,25,81,898,0.015499805493344954
7565.0,201.0,10187.0,12,9,1,1701,0.014952065484897581
730.0,27.0,1052.0,1,3,1,1459,0.028279843953035733
3860.0,174.0,14161.0,22,13,4,1147,0.015865448583011754
525.0,14.0,638.0,3,0,1,1483,0.6624702631677523
587.0,20.0,4641.0,4,0,16,1031,0.016945775860421564
1269.0,26.0,32009.0,162,2,729,563,0.015929979874395372
132.0,2.0,6676.0,0,0,4,1023,0.016909118943189694
6059.0,435.0,2204.0,52,37,1,1568,0.020088991220603925
2439.0,137.0,4443.0,35,14,1,2563,0.019618552452794983
306.0,7.0,1137.0,1,0,1,1692,0.04031309941893013
501.0,51.0,1102.0,1,8,1,670,0.029880994810281062
485.0,2.0,1286.0,0,0,1,749,0.040529851278004236
670.0,34.0,15127.0,70,3,100,3037,0.014740206221217632
479.0,17.0,1540.0,0,2,1,1247,0.02654917042804783
1073.0,83.0,1026.0,2,0,1,534,0.03755490247872395
2609.0,131.0,5309.0,37,8,1,1931,0.01840581377288164
3638.0,49.0,1032.0,2,4,1,1828,0.04129015771236488
1005.0,20.0,1462.0,1,6,1,1614,0.0388837094139548
6394.0,82.0,58545.0,28,40,1,1806,0.015686833214920815
1821.0,92.0,5466.0,14,1,1,1668,0.015652048471036184
4129.0,241.0,1371.0,32,14,1,2221,0.038204605769991296
5621.0,280.0,15806.0,51,13,1,1485,0.015266870040684166
112.0,11.0,30184.0,26,1,169,1449,0.01592496773168239
478.0,15.0,1510.0,4,4,1,2537,0.2956137749019313
149.0,7.0,602.0,0,0,1,1676,0.3257311822073915
3630.0,85.0,1554.0,9,11,1,1322,0.032711890546239686
833.0,35.0,1524.0,0,0,1,572,0.021863185197637525
2959.0,94.0,2185.0,11,2,1,2037,0.026634385906338157
573.0,5.0,4635.0,12,4,36,1829,0.030755847762173664
465.0,25.0,775.0,2,0,1,1388,0.0504904236524848
204.0,4.0,708.0,0,0,1,2050,0.3114915192987981
1958.0,75.0,1814.0,7,15,1,1834,0.030981751972847582
2260.0,186.0,7089.0,30,10,1,801,0.015316172001218709
2733.0,117.0,4183.0,20,17,1,2204,0.016470928681758482
629.0,69.0,730.0,4,8,1,695,0.057736875901191025
3084.0,224.0,4364.0,31,12,1,1074,0.016642867144537443
2850.0,75.0,2475.0,16,9,4,1979,0.018737819878994588
265.0,20.0,4313.0,5,0,1,4788,0.6042387288257981
3137.0,70.0,1482.0,2,10,1,3212,0.038096026762158515
2082.0,200.0,14288.0,49,27,1,498,0.01563505606171489
13962.0,133.0,2490.0,20,6,4,1671,0.29910717973457035
3019.0,133.0,1337.0,21,4,1,1279,0.027454400695823392
135.0,2.0,6950.0,0,2,24,2076,0.023666665915123897
1015.0,82.0,8450.0,34,4,4,1229,0.015400629739872109
20526.0,1084.0,33278.0,212,20,1,1438,0.015444835230086553
495.0,22.0,3811.0,0,4,1,1376,0.01771795908224305
65.0,2.0,540.0,0,2,1,1186,0.7694481890820222
1116.0,60.0,1874.0,14,2,1,2380,0.02146565060446326
